"","ensembl_gene_id_version","mgi_id","mgi_symbol","chromosome_name","strand","start_position","end_position","description","gene_biotype"
"10827","ENSMUSG00000028300.15","MGI:1920455","C9orf72","4",-1,35191285,35226175,"C9orf72, member of C9orf72-SMCR8 complex [Source:MGI Symbol;Acc:MGI:1920455]","protein_coding"
"10830","ENSMUSG00000045083.15","MGI:2442298","Lingo2","4",-1,35706647,36951747,"leucine rich repeat and Ig domain containing 2 [Source:MGI Symbol;Acc:MGI:2442298]","protein_coding"
"10852","ENSMUSG00000028405.10","MGI:87879","Aco1","4",1,40143081,40198338,"aconitase 1 [Source:MGI Symbol;Acc:MGI:87879]","protein_coding"
"10853","ENSMUSG00000040296.16","MGI:2442858","Rigi","4",-1,40203773,40239828,"RNA sensor RIG-I [Source:MGI Symbol;Acc:MGI:2442858]","protein_coding"
"10854","ENSMUSG00000036822.7","MGI:2146189","Topors","4",-1,40259601,40269850,"topoisomerase I binding, arginine/serine-rich [Source:MGI Symbol;Acc:MGI:2146189]","protein_coding"
"10855","ENSMUSG00000028407.5","MGI:1913684","Smim27","4",1,40269579,40270940,"small integral membrane protein 27 [Source:MGI Symbol;Acc:MGI:1913684]","protein_coding"
"10856","ENSMUSG00000071014.11","MGI:2684983","Ndufb6","4",-1,40270591,40279421,"NADH:ubiquinone oxidoreductase subunit B6 [Source:MGI Symbol;Acc:MGI:2684983]","protein_coding"
"10859","ENSMUSG00000046593.4","MGI:2444167","Tmem215","4",1,40472180,40477168,"transmembrane protein 215 [Source:MGI Symbol;Acc:MGI:2444167]","protein_coding"
"10861","ENSMUSG00000028411.16","MGI:1913658","Aptx","4",-1,40682382,40703194,"aprataxin [Source:MGI Symbol;Acc:MGI:1913658]","protein_coding"
"10863","ENSMUSG00000028410.14","MGI:1270129","Dnaja1","4",1,40722150,40737149,"DnaJ heat shock protein family (Hsp40) member A1 [Source:MGI Symbol;Acc:MGI:1270129]","protein_coding"
"10865","ENSMUSG00000028409.12","MGI:1915546","Smu1","4",-1,40736542,40757923,"smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:1915546]","protein_coding"
"10867","ENSMUSG00000028413.14","MGI:95705","B4galt1","4",-1,40804602,40854005,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 [Source:MGI Symbol;Acc:MGI:95705]","protein_coding"
"10872","ENSMUSG00000028415.5","MGI:1341848","Spink4","4",1,40920052,40931395,"serine peptidase inhibitor, Kazal type 4 [Source:MGI Symbol;Acc:MGI:1341848]","protein_coding"
"10873","ENSMUSG00000028416.14","MGI:108047","Bag1","4",-1,40936398,40948294,"BCL2-associated athanogene 1 [Source:MGI Symbol;Acc:MGI:108047]","protein_coding"
"10874","ENSMUSG00000028419.6","MGI:1924209","Chmp5","4",1,40948407,40965303,"charged multivesicular body protein 5 [Source:MGI Symbol;Acc:MGI:1924209]","protein_coding"
"10875","ENSMUSG00000028423.16","MGI:1921414","Nfx1","4",1,40970906,41025993,"nuclear transcription factor, X-box binding 1 [Source:MGI Symbol;Acc:MGI:1921414]","protein_coding"
"10877","ENSMUSG00000028427.14","MGI:1314647","Aqp7","4",-1,41033074,41048139,"aquaporin 7 [Source:MGI Symbol;Acc:MGI:1314647]","protein_coding"
"10879","ENSMUSG00000028435.9","MGI:1333777","Aqp3","4",-1,41092722,41098183,"aquaporin 3 [Source:MGI Symbol;Acc:MGI:1333777]","protein_coding"
"10880","ENSMUSG00000028430.15","MGI:2140151","Nol6","4",-1,41114427,41124455,"nucleolar protein family 6 (RNA-associated) [Source:MGI Symbol;Acc:MGI:2140151]","protein_coding"
"10882","ENSMUSG00000036241.4","MGI:1914865","Ube2r2","4",1,41135743,41193380,"ubiquitin-conjugating enzyme E2R 2 [Source:MGI Symbol;Acc:MGI:1914865]","protein_coding"
"10885","ENSMUSG00000028433.15","MGI:1916176","Ubap2","4",-1,41194313,41275144,"ubiquitin-associated protein 2 [Source:MGI Symbol;Acc:MGI:1916176]","protein_coding"
"10890","ENSMUSG00000028436.9","MGI:1916220","Dcaf12","4",-1,41291300,41314889,"DDB1 and CUL4 associated factor 12 [Source:MGI Symbol;Acc:MGI:1916220]","protein_coding"
"10894","ENSMUSG00000028437.15","MGI:2149543","Ubap1","4",1,41348996,41390525,"ubiquitin-associated protein 1 [Source:MGI Symbol;Acc:MGI:2149543]","protein_coding"
"10895","ENSMUSG00000028438.17","MGI:1918345","Kif24","4",-1,41390745,41464887,"kinesin family member 24 [Source:MGI Symbol;Acc:MGI:1918345]","protein_coding"
"10896","ENSMUSG00000028443.7","MGI:1913651","Nudt2","4",1,41465151,41480926,"nudix hydrolase 2 [Source:MGI Symbol;Acc:MGI:1913651]","protein_coding"
"10897","ENSMUSG00000046312.5","MGI:2140300","Myorg","4",-1,41495604,41503076,"myogenesis regulating glycosidase (putative) [Source:MGI Symbol;Acc:MGI:2140300]","protein_coding"
"10898","ENSMUSG00000028441.13","MGI:1920971","Spmip6","4",-1,41505009,41517333,"sperm microtubule inner protein 6 [Source:MGI Symbol;Acc:MGI:1920971]","protein_coding"
"10899","ENSMUSG00000028439.15","MGI:1919151","Fam219a","4",-1,41517691,41569538,"family with sequence similarity 219, member A [Source:MGI Symbol;Acc:MGI:1919151]","protein_coding"
"10901","ENSMUSG00000061322.16","MGI:1916172","Dnai1","4",1,41569775,41638158,"dynein axonemal intermediate chain 1 [Source:MGI Symbol;Acc:MGI:1916172]","protein_coding"
"10902","ENSMUSG00000028445.8","MGI:1916888","Enho","4",-1,41638144,41640324,"energy homeostasis associated [Source:MGI Symbol;Acc:MGI:1916888]","protein_coding"
"10903","ENSMUSG00000028444.18","MGI:99605","Cntfr","4",-1,41657498,41697089,"ciliary neurotrophic factor receptor [Source:MGI Symbol;Acc:MGI:99605]","protein_coding"
"10904","ENSMUSG00000073889.11","MGI:107426","Il11ra1","4",1,41699989,41769474,"interleukin 11 receptor subunit alpha 1 [Source:MGI Symbol;Acc:MGI:107426]","protein_coding"
"10905","ENSMUSG00000028226.16","MGI:1276107","Mmp16","4",1,17852893,18119145,"matrix metallopeptidase 16 [Source:MGI Symbol;Acc:MGI:1276107]","protein_coding"
"10909","ENSMUSG00000095675.3","MGI:1349182","Ccl21b","4",1,42255693,42256825,"C-C motif chemokine ligand 21B (leucine) [Source:MGI Symbol;Acc:MGI:1349182]","protein_coding"
"10911","ENSMUSG00000093996.3","MGI:5434953","Spata31f1c","4",1,42318272,42324068,"spermatogenesis associated 31 subfamily F member 1C [Source:MGI Symbol;Acc:MGI:5434953]","protein_coding"
"10914","ENSMUSG00000094066.2","MGI:3701946","Spata31f1b","4",-1,42522580,42528175,"spermatogenesis associated 31 subfamily F member 1B [Source:MGI Symbol;Acc:MGI:3701946]","protein_coding"
"10916","ENSMUSG00000096596.3","MGI:3711256","Ccl21e","4",1,42612121,42613253,"C-C motif chemokine ligand 21E [Source:MGI Symbol;Acc:MGI:3711256]","protein_coding"
"10917","ENSMUSG00000028456.19","MGI:1342278","Unc13b","4",1,43058953,43264871,"unc-13 homolog B [Source:MGI Symbol;Acc:MGI:1342278]","protein_coding"
"10918","ENSMUSG00000071001.5","MGI:1917945","Hrct1","4",1,43727188,43728639,"histidine rich carboxyl terminus 1 [Source:MGI Symbol;Acc:MGI:1917945]","protein_coding"
"10919","ENSMUSG00000028475.10","MGI:1918656","Spaar","4",1,43730034,43759462,"small regulatory polypeptide of amino acid response [Source:MGI Symbol;Acc:MGI:1918656]","protein_coding"
"10920","ENSMUSG00000028476.14","MGI:1855698","Reck","4",1,43875530,43944806,"reversion-inducing-cysteine-rich protein with kazal motifs [Source:MGI Symbol;Acc:MGI:1855698]","protein_coding"
"10921","ENSMUSG00000028480.15","MGI:1917770","Glipr2","4",1,43957401,43979118,"GLI pathogenesis-related 2 [Source:MGI Symbol;Acc:MGI:1917770]","protein_coding"
"10922","ENSMUSG00000070999.3","MGI:3045316","Ccin","4",1,43983483,43985423,"calicin [Source:MGI Symbol;Acc:MGI:3045316]","protein_coding"
"10923","ENSMUSG00000028478.19","MGI:894297","Clta","4",1,44004452,44032846,"clathrin light chain A [Source:MGI Symbol;Acc:MGI:894297]","protein_coding"
"10924","ENSMUSG00000028479.19","MGI:1354951","Gne","4",-1,44034075,44084177,"glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase [Source:MGI Symbol;Acc:MGI:1354951]","protein_coding"
"10926","ENSMUSG00000035696.16","MGI:1920719","Rnf38","4",-1,44126210,44233789,"ring finger protein 38 [Source:MGI Symbol;Acc:MGI:1920719]","protein_coding"
"10928","ENSMUSG00000035683.14","MGI:106924","Melk","4",1,44300876,44364675,"maternal embryonic leucine zipper kinase [Source:MGI Symbol;Acc:MGI:106924]","protein_coding"
"10932","ENSMUSG00000014030.16","MGI:97489","Pax5","4",-1,44524757,44710487,"paired box 5 [Source:MGI Symbol;Acc:MGI:97489]","protein_coding"
"10937","ENSMUSG00000035649.18","MGI:2442912","Zcchc7","4",1,44755877,44932215,"zinc finger, CCHC domain containing 7 [Source:MGI Symbol;Acc:MGI:2442912]","protein_coding"
"10939","ENSMUSG00000035572.17","MGI:2140179","Dcaf10","4",1,45342101,45379759,"DDB1 and CUL4 associated factor 10 [Source:MGI Symbol;Acc:MGI:2140179]","protein_coding"
"10940","ENSMUSG00000045973.19","MGI:2684984","Slc25a51","4",-1,45395923,45408766,"solute carrier family 25, member 51 [Source:MGI Symbol;Acc:MGI:2684984]","protein_coding"
"10942","ENSMUSG00000044813.16","MGI:98294","Shb","4",-1,45423278,45532470,"src homology 2 domain-containing transforming protein B [Source:MGI Symbol;Acc:MGI:98294]","protein_coding"
"10948","ENSMUSG00000035561.6","MGI:1919785","Aldh1b1","4",1,45799022,45804604,"aldehyde dehydrogenase 1 family, member B1 [Source:MGI Symbol;Acc:MGI:1919785]","protein_coding"
"10949","ENSMUSG00000035551.7","MGI:1933198","Igfbpl1","4",-1,45809468,45826923,"insulin-like growth factor binding protein-like 1 [Source:MGI Symbol;Acc:MGI:1933198]","protein_coding"
"10950","ENSMUSG00000028327.15","MGI:1921402","Stra6l","4",1,45848664,45887008,"STRA6-like [Source:MGI Symbol;Acc:MGI:1921402]","protein_coding"
"10951","ENSMUSG00000035539.15","MGI:2685871","Ccdc180","4",1,45890303,45950774,"coiled-coil domain containing 180 [Source:MGI Symbol;Acc:MGI:2685871]","protein_coding"
"10952","ENSMUSG00000035517.18","MGI:2140279","Tdrd7","4",1,45965334,46034761,"tudor domain containing 7 [Source:MGI Symbol;Acc:MGI:2140279]","protein_coding"
"10953","ENSMUSG00000028328.14","MGI:98775","Tmod1","4",1,46038935,46116032,"tropomodulin 1 [Source:MGI Symbol;Acc:MGI:98775]","protein_coding"
"10954","ENSMUSG00000035495.16","MGI:3039624","Tstd2","4",-1,46114746,46138694,"thiosulfate sulfurtransferase (rhodanese)-like domain containing 2 [Source:MGI Symbol;Acc:MGI:3039624]","protein_coding"
"10956","ENSMUSG00000028330.9","MGI:1891840","Ncbp1","4",1,46138613,46172403,"nuclear cap binding protein subunit 1 [Source:MGI Symbol;Acc:MGI:1891840]","protein_coding"
"10957","ENSMUSG00000028329.14","MGI:99135","Xpa","4",-1,46155347,46196311,"xeroderma pigmentosum, complementation group A [Source:MGI Symbol;Acc:MGI:99135]","protein_coding"
"10961","ENSMUSG00000070990.3","MGI:1353500","Foxe1","4",1,46343609,46346412,"forkhead box E1 [Source:MGI Symbol;Acc:MGI:1353500]","protein_coding"
"10962","ENSMUSG00000028331.13","MGI:1922003","Trmo","4",-1,46376505,46389437,"tRNA methyltransferase O [Source:MGI Symbol;Acc:MGI:1922003]","protein_coding"
"10963","ENSMUSG00000028332.14","MGI:2136910","Hemgn","4",-1,46393989,46413506,"hemogen [Source:MGI Symbol;Acc:MGI:2136910]","protein_coding"
"10965","ENSMUSG00000028333.11","MGI:1914878","Anp32b","4",1,46450902,46472657,"acidic nuclear phosphoprotein 32 family member B [Source:MGI Symbol;Acc:MGI:1914878]","protein_coding"
"10966","ENSMUSG00000028334.11","MGI:2149820","Nans","4",1,46489248,46503632,"N-acetylneuraminic acid synthase (sialic acid synthase) [Source:MGI Symbol;Acc:MGI:2149820]","protein_coding"
"10967","ENSMUSG00000039853.19","MGI:1921985","Trim14","4",-1,46493781,46536141,"tripartite motif-containing 14 [Source:MGI Symbol;Acc:MGI:1921985]","protein_coding"
"10969","ENSMUSG00000028337.15","MGI:1345966","Coro2a","4",-1,46536937,46602202,"coronin, actin binding protein 2A [Source:MGI Symbol;Acc:MGI:1345966]","protein_coding"
"10970","ENSMUSG00000039813.15","MGI:2652885","Tbc1d2","4",-1,46604390,46650209,"TBC1 domain family, member 2 [Source:MGI Symbol;Acc:MGI:2652885]","protein_coding"
"10971","ENSMUSG00000039809.11","MGI:2386030","Gabbr2","4",-1,46662305,46991873,"gamma-aminobutyric acid type B receptor subunit 2 [Source:MGI Symbol;Acc:MGI:2386030]","protein_coding"
"10972","ENSMUSG00000066191.13","MGI:1922941","Anks6","4",-1,47015669,47057427,"ankyrin repeat and sterile alpha motif domain containing 6 [Source:MGI Symbol;Acc:MGI:1922941]","protein_coding"
"10975","ENSMUSG00000039774.13","MGI:2444664","Galnt12","4",1,47091909,47123070,"polypeptide N-acetylgalactosaminyltransferase 12 [Source:MGI Symbol;Acc:MGI:2444664]","protein_coding"
"10978","ENSMUSG00000028339.18","MGI:88449","Col15a1","4",1,47208161,47313167,"collagen, type XV, alpha 1 [Source:MGI Symbol;Acc:MGI:88449]","protein_coding"
"10979","ENSMUSG00000007613.16","MGI:98728","Tgfbr1","4",1,47353222,47414931,"transforming growth factor, beta receptor I [Source:MGI Symbol;Acc:MGI:98728]","protein_coding"
"10984","ENSMUSG00000028341.10","MGI:1352457","Nr4a3","4",1,48045153,48086447,"nuclear receptor subfamily 4, group A, member 3 [Source:MGI Symbol;Acc:MGI:1352457]","protein_coding"
"10985","ENSMUSG00000061455.14","MGI:1914977","Stx17","4",1,48124915,48186507,"syntaxin 17 [Source:MGI Symbol;Acc:MGI:1914977]","protein_coding"
"10986","ENSMUSG00000028343.11","MGI:1923549","Erp44","4",-1,48193323,48279558,"endoplasmic reticulum protein 44 [Source:MGI Symbol;Acc:MGI:1923549]","protein_coding"
"10988","ENSMUSG00000028344.13","MGI:1335082","Invs","4",1,48279760,48431954,"inversin [Source:MGI Symbol;Acc:MGI:1335082]","protein_coding"
"10990","ENSMUSG00000028345.16","MGI:1344413","Tex10","4",-1,48430858,48473459,"testis expressed gene 10 [Source:MGI Symbol;Acc:MGI:1344413]","protein_coding"
"10991","ENSMUSG00000039693.12","MGI:1913915","Msantd3","4",1,48539935,48561919,"Myb/SANT-like DNA-binding domain containing 3 [Source:MGI Symbol;Acc:MGI:1913915]","protein_coding"
"10992","ENSMUSG00000028347.15","MGI:1926810","Tmeff1","4",1,48585174,48663131,"transmembrane protein with EGF-like and two follistatin-like domains 1 [Source:MGI Symbol;Acc:MGI:1926810]","protein_coding"
"10993","ENSMUSG00000028348.8","MGI:1915266","Cavin4","4",1,48663514,48673502,"caveolae associated 4 [Source:MGI Symbol;Acc:MGI:1915266]","protein_coding"
"11000","ENSMUSG00000063446.5","MGI:2445015","Plppr1","4",1,49059273,49340259,"phospholipid phosphatase related 1 [Source:MGI Symbol;Acc:MGI:2445015]","protein_coding"
"11004","ENSMUSG00000060317.10","MGI:2444345","Acnat2","4",-1,49379840,49408151,"acyl-coenzyme A amino acid N-acyltransferase 2 [Source:MGI Symbol;Acc:MGI:2444345]","protein_coding"
"11007","ENSMUSG00000070985.4","MGI:2140197","Acnat1","4",-1,49447105,49473912,"acyl-coenzyme A amino acid N-acyltransferase 1 [Source:MGI Symbol;Acc:MGI:2140197]","protein_coding"
"11009","ENSMUSG00000039653.10","MGI:106642","Baat","4",-1,49489422,49506557,"bile acid-Coenzyme A: amino acid N-acyltransferase [Source:MGI Symbol;Acc:MGI:106642]","protein_coding"
"11010","ENSMUSG00000044018.4","MGI:107329","Mrpl50","4",-1,49512596,49521093,"mitochondrial ribosomal protein L50 [Source:MGI Symbol;Acc:MGI:107329]","protein_coding"
"11011","ENSMUSG00000039634.13","MGI:2444707","Zfp189","4",1,49521176,49531517,"zinc finger protein 189 [Source:MGI Symbol;Acc:MGI:2444707]","protein_coding"
"11012","ENSMUSG00000028307.10","MGI:87995","Aldob","4",-1,49535995,49549546,"aldolase B, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:87995]","protein_coding"
"11013","ENSMUSG00000039611.3","MGI:1914313","Pgap4","4",-1,49584506,49597876,"post-GPI attachment to proteins GalNAc transferase 4 [Source:MGI Symbol;Acc:MGI:1914313]","protein_coding"
"11014","ENSMUSG00000028309.15","MGI:1925927","Rnf20","4",1,49632006,49656887,"ring finger protein 20 [Source:MGI Symbol;Acc:MGI:1925927]","protein_coding"
"11015","ENSMUSG00000039579.16","MGI:1933206","Grin3a","4",-1,49661611,49845744,"glutamate receptor ionotropic, NMDA3A [Source:MGI Symbol;Acc:MGI:1933206]","protein_coding"
"11016","ENSMUSG00000028310.3","MGI:107171","Ppp3r2","4",-1,49678747,49682024,"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type II) [Source:MGI Symbol;Acc:MGI:107171]","protein_coding"
"11028","ENSMUSG00000028312.20","MGI:106067","Smc2","4",1,52439243,52488260,"structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067]","protein_coding"
"11030","ENSMUSG00000028314.7","MGI:1915524","Toporsl","4",1,52596274,52612430,"topoisomerase I binding, arginine/serine-rich like [Source:MGI Symbol;Acc:MGI:1915524]","protein_coding"
"11031","ENSMUSG00000089717.3","MGI:3030109","Or13f5","4",1,52814604,52828269,"olfactory receptor family 13 subfamily F member 5 [Source:MGI Symbol;Acc:MGI:3030109]","protein_coding"
"11033","ENSMUSG00000015243.5","MGI:99607","Abca1","4",-1,53030787,53159895,"ATP-binding cassette, sub-family A member 1 [Source:MGI Symbol;Acc:MGI:99607]","protein_coding"
"11035","ENSMUSG00000028412.18","MGI:2140592","Slc44a1","4",1,53440413,53622478,"solute carrier family 44, member 1 [Source:MGI Symbol;Acc:MGI:2140592]","protein_coding"
"11037","ENSMUSG00000028414.18","MGI:2179507","Fktn","4",1,53713998,53777890,"fukutin [Source:MGI Symbol;Acc:MGI:2179507]","protein_coding"
"11039","ENSMUSG00000028417.4","MGI:99540","Tal2","4",1,53779705,53788712,"T cell acute lymphocytic leukemia 2 [Source:MGI Symbol;Acc:MGI:99540]","protein_coding"
"11041","ENSMUSG00000028420.14","MGI:1098718","Tmem38b","4",1,53826045,53862019,"transmembrane protein 38B [Source:MGI Symbol;Acc:MGI:1098718]","protein_coding"
"11056","ENSMUSG00000060206.12","MGI:107690","Zfp462","4",1,54945048,55083563,"zinc finger protein 462 [Source:MGI Symbol;Acc:MGI:107690]","protein_coding"
"11057","ENSMUSG00000050395.10","MGI:2180140","Tnfsf15","4",-1,63642840,63663350,"tumor necrosis factor (ligand) superfamily, member 15 [Source:MGI Symbol;Acc:MGI:2180140]","protein_coding"
"11065","ENSMUSG00000036114.4","MGI:1917211","Rpp25l","4",-1,41712033,41713534,"ribonuclease P/MRP 25 subunit-like [Source:MGI Symbol;Acc:MGI:1917211]","protein_coding"
"11066","ENSMUSG00000028447.12","MGI:1859251","Dctn3","4",-1,41714798,41723170,"dynactin 3 [Source:MGI Symbol;Acc:MGI:1859251]","protein_coding"
"11067","ENSMUSG00000066224.15","MGI:3650624","Arid3c","4",-1,41723836,41731142,"AT-rich interaction domain 3C [Source:MGI Symbol;Acc:MGI:3650624]","protein_coding"
"11068","ENSMUSG00000036078.17","MGI:1195268","Sigmar1","4",-1,41738493,41756157,"sigma non-opioid intracellular receptor 1 [Source:MGI Symbol;Acc:MGI:1195268]","protein_coding"
"11069","ENSMUSG00000073888.14","MGI:1343459","Ccl27a","4",-1,41769467,41774247,"C-C motif chemokine ligand 27A [Source:MGI Symbol;Acc:MGI:1343459]","protein_coding"
"11070","ENSMUSG00000036073.19","MGI:95638","Galt","4",1,41755228,41758695,"galactose-1-phosphate uridyl transferase [Source:MGI Symbol;Acc:MGI:95638]","protein_coding"
"11071","ENSMUSG00000066150.13","MGI:1333843","Slc31a1","4",1,62278964,62310006,"solute carrier family 31, member 1 [Source:MGI Symbol;Acc:MGI:1333843]","protein_coding"
"11072","ENSMUSG00000066149.12","MGI:1913690","Cdc26","4",-1,62301891,62326879,"cell division cycle 26 [Source:MGI Symbol;Acc:MGI:1913690]","protein_coding"
"11073","ENSMUSG00000066148.4","MGI:1917302","Prpf4","4",1,62327034,62345227,"pre-mRNA processing factor 4 [Source:MGI Symbol;Acc:MGI:1917302]","protein_coding"
"11074","ENSMUSG00000063851.13","MGI:1923322","Rnf183","4",-1,62345777,62353489,"ring finger protein 183 [Source:MGI Symbol;Acc:MGI:1923322]","protein_coding"
"11075","ENSMUSG00000028391.17","MGI:1918604","Wdr31","4",-1,62366890,62389133,"WD repeat domain 31 [Source:MGI Symbol;Acc:MGI:1918604]","protein_coding"
"11076","ENSMUSG00000028392.16","MGI:2177191","Bspry","4",1,62398290,62415535,"B-box and SPRY domain containing [Source:MGI Symbol;Acc:MGI:2177191]","protein_coding"
"11077","ENSMUSG00000038422.3","MGI:1919998","Hdhd3","4",-1,62417245,62421704,"haloacid dehalogenase-like hydrolase domain containing 3 [Source:MGI Symbol;Acc:MGI:1919998]","protein_coding"
"11078","ENSMUSG00000028393.11","MGI:96853","Alad","4",-1,62427406,62438155,"aminolevulinate, delta-, dehydratase [Source:MGI Symbol;Acc:MGI:96853]","protein_coding"
